"protein__id","gene__name","lqf__Ampicillin__1","lqf__Ampicillin__2","lqf__Ampicillin__3","lqf__Cefotaxime__1","lqf__Cefotaxime__2","lqf__Cefotaxime__3","lqf__Impipenem__1","lqf__Impipenem__2","lqf__Impipenem__3","lqf__Ciprofloxacin__1","lqf__Ciprofloxacin__2","lqf__Ciprofloxacin__3","lqf__Control__1","lqf__Control__2","lqf__Control__3"
"P69828","gatA",28.1059,27.5728,29.1051,29.4236,29.1875,29.4781,29.9389,29.4758,30.2293,29.8459,29.3479,29.1878,27.6211,29.1334,29.5667
"P69829","ptsN",27.1749,25.7774,24.4366,26.2361,27.4795,25.603,25.4566,24.1149,26.993,26.4684,26.0851,26.5284,26.8037,26.6581,26.7769
"P69908","gadA",27.5368,27.7437,28.1591,26.6851,28.1162,27.3351,26.7348,26.8978,26.6027,24.5331,27.015,24.4614,26.6897,28.3411,27.8659
"P69910","gadB",33.0221,33.5703,32.6489,33.4517,33.2507,33.3968,34.015,34.0027,33.0192,30.8981,31.992,30.0091,33.5797,33.9726,34.32
"P69913","csrA",25.5144,25.5596,24.5326,24.7034,25.1752,25.0981,25.0312,25.451,25.1568,26.356,26.4944,24.5646,24.6885,25.1223,25.128
"P69922","fucI",26.9668,27.1143,26.2404,27.0443,23.6193,26.613,27.1035,27.3033,26.9325,27.5992,27.3954,27.0334,27.167,26.7393,26.7884
"P69924","nrdB",29.9955,29.9464,29.3233,29.4586,28.0994,28.3441,28.7408,28.3919,26.7025,27.5168,28.1322,26.0375,29.749,29.2981,29.0295
"P75736","ybfF",23.7288,26.0421,26.4213,26.6251,25.4074,26.5451,27.1613,26.4379,27.0388,26.7934,26.8799,26.6112,26.2788,26.6491,27.1676
"P75797","gsiB",24.8813,25.1878,24.7008,24.8336,23.8885,24.8825,24.2308,24.6728,25.0406,24.7661,25.214,25.5453,24.7763,24.4813,23.9093
"P75823","ltaE",25.9411,26.2066,25.956,25.9813,24.6198,25.7239,26.1914,26.3109,26.2651,26.0562,26.4153,26.8598,26.208,26.3407,26.5514
"P75838","ycaO",25.0451,25.2312,25.5265,25.3271,25.0578,25.3771,24.6037,25.4324,23.929,25.74,25.498,25.4757,26.1231,25.3352,24.9267
"P75849","ycbL",26.6378,26.0608,26.3315,26.0707,26.0369,26.4126,26.6129,26.3387,27.363,26.5634,26.1113,26.664,26.1272,26.2061,25.982
"P75863","ycbX",25.6406,25.5686,25.6783,26.342,23.3967,25.4139,25.798,26.2074,24.507,25.4742,25.8584,26.4084,24.288,26.5639,25.837
"P75874","yccU",27.317,27.0329,27.3708,26.9644,27.1178,27.2616,27.8025,27.5983,27.7502,26.8548,27.5874,27.3022,27.2953,27.5256,28.1159
"P75876","rlmI",24.9394,25.3302,26.005,25.4912,25.9184,26.0078,24.5323,26.3795,24.5629,25.7522,25.673,25.6961,26.1735,25.3161,26.5309
"P75913","ghrA",27.7337,27.7411,27.025,28.4021,28.0609,27.6256,28.6841,28.0421,28.2278,27.743,27.6414,24.8023,27.6202,26.9979,28.1627
"P75914","ycdX",23.5434,25.6359,23.0695,25.2197,26.58,25.3994,26.7208,25.0048,26.9257,25.7133,25.718,25.2863,25.934,25.4904,26.5167
"P75915","ycdY",26.1478,25.9507,25.9413,26.6698,24.0216,27.4564,26.942,26.8422,26.4356,26.15,24.8152,25.065,27.0058,24.8661,27.252
"P75949","nagZ",25.3138,25.0292,25.0363,24.8106,25.3177,24.9292,23.5343,24.2224,23.2613,24.8597,24.8465,24.993,24.0234,23.9229,24.3866
"P75959","nagK",24.2666,25.1273,23.3546,24.7941,24.5244,25.3646,24.8588,24.9093,25.225,24.9186,24.9034,25.8383,25.0477,24.4218,24.9424
"P75960","cobB",26.5673,27.0429,26.7732,27.8587,27.5179,27.0433,27.2746,27.5369,28.0009,26.5714,27.2078,26.5416,27.83,27.1309,27.9692
"P76002","pliG",26.3425,25.4915,26.1214,26.2568,26.1347,26.1902,25.8565,26.2267,25.8902,24.9367,25.417,24.6031,26.1934,26.7285,26.2096
"P76004","ycgM",25.5848,23.9507,24.2796,24.4664,24.2032,23.2376,25.8579,24.9559,25.6622,22.9701,25.3024,25.4699,25.3877,25.3803,26.4715
"P76014","dhaL",24.8493,26.9142,25.6921,26.2747,26.4926,26.7199,27.1594,27.1503,26.3694,26.1836,26.24,24.2388,26.6179,25.6935,27.2569
"P76015","dhaK",29.5717,29.5078,29.6307,28.7803,29.3251,28.7499,29.442,29.2868,29.2992,28.8487,29.426,29.3709,29.5801,29.2735,29.3762
"P76108","ydcS",27.8643,27.8216,27.6904,26.8243,27.0797,27.0313,27.7502,27.8887,28.207,23.6446,27.7764,26.5273,27.6955,27.3366,27.5357
"P76113","curA",28.2337,27.5119,27.0741,27.4853,28.09,27.2923,27.5339,27.5411,27.8701,25.9498,26.8459,25.3623,28.0134,27.4187,28.1405
"P76116","yncE",25.9318,26.179,26.6773,26.6566,25.3706,26.188,26.2075,26.7023,26.0807,25.8286,25.7261,26.5191,25.9024,26.121,26.3379
"P76143","lsrF",22.6637,24.7801,23.0455,25.6232,25.111,25.3631,22.93,23.283,25.0845,24.1543,24.7799,24.1371,23.0304,22.8984,23.4232
"P76145","tam",24.6281,24.2973,24.7758,24.4203,24.8211,24.6048,24.3693,24.9053,24.6387,22.379,23.6575,23.4685,24.194,23.5031,25.2088
"P76177","ydgH",27.1341,27.253,27.3012,27.049,27.0008,26.9458,27.0555,26.7069,27.2109,27.639,27.6996,28.0784,27.0507,27.0076,27.2212
"P76187","ydhF",27.7629,28.2954,27.2438,28.614,26.4701,27.8784,28.3984,28.192,27.7419,28.0743,28.5597,27.9499,27.9946,28.6343,28.4306
"P76243","yeaO",24.6084,25.0132,25.8815,25.4347,24.0124,25.1776,25.8573,26.09,26.3563,25.4848,24.1656,23.3347,24.0421,23.8538,26.3766
"P76251","dmlA",28.3816,28.3919,28.4317,27.9505,27.7152,27.9702,27.8428,28.0371,28.4235,27.1006,27.4435,24.5181,27.7648,28.1405,28.7942
"P76270","msrC",25.0911,25.0772,25.5357,26.0616,24.8552,25.5553,25.6256,25.5153,26.415,24.6215,25.5242,24.9948,22.9268,23.1379,24.4833
"P76291","cmoB",24.0144,23.8861,24.4389,22.5362,25.0608,24.7791,22.7074,24.8576,24.6997,22.3204,24.3202,25.3026,24.9538,24.1206,24.5859
"P76316","dcyD",24.2234,24.6024,24.0781,24.494,23.8719,24.5846,25.9941,25.7225,24.2745,23.5247,24.5015,24.5344,24.5254,24.6554,25.2028
"P76329","yedP",23.1242,24.0683,22.8164,25.3385,23.6946,24.1033,24.9273,24.0918,24.5829,24.1751,23.6245,23.0022,24.4227,24.5636,24.8434
"P76346","mtfA",24.8161,24.3006,24.3301,24.1512,24.8726,24.316,24.6415,24.5783,24.2618,24.9095,23.209,23.6368,24.5063,23.7276,24.3828
"P76402","yegP",27.9362,27.9923,28.3625,28.139,27.521,27.9496,28.0049,28.2015,28.1949,25.645,27.5831,26.9454,27.7646,28.3952,28.8962
"P76440","preT",25.1707,25.4217,26.8578,27.975,27.6614,27.4562,28.0753,28.292,28.4439,28.5054,27.6796,26.6741,24.6532,26.7948,27.2113
"P76535","murQ",25.1846,26.3004,24.8346,25.0338,24.847,23.917,25.3949,25.7013,25.1543,25.8409,25.2857,25.601,25.3827,25.3274,25.7087
"P76536","yfeX",28.1424,28.3252,28.5822,28.0319,27.5843,28.097,28.0727,28.5023,27.9292,28.8434,29.061,29.3021,27.4978,28.0384,28.191
"P76558","maeB",31.2075,31.5518,31.1828,31.368,30.8151,31.2673,31.5431,31.6861,31.4819,31.2634,31.7524,31.673,31.3368,31.6804,31.5589
"P76569","yfgD",28.3858,26.8231,28.8418,28.4209,28.9561,28.0728,28.2156,28.3362,28.8456,28.47,27.7122,28.2686,26.46,26.7385,28.0251
"P76621","csiD",24.5819,26.2148,25.3354,22.9841,24.288,24.1986,26.491,25.385,27.1404,24.2252,25.3029,26.613,24.128,25.6132,27.6333
"P76658","hldE",27.3674,27.9674,27.047,27.6344,26.6349,26.969,27.5502,27.5873,26.8545,26.4443,26.2202,25.8825,27.0985,27.4559,27.4317
"P77247","yniC",24.499,26.9801,24.2773,26.1735,24.5128,26.509,26.5542,27.0415,27.0265,26.7419,26.3284,26.9187,27.0588,26.9176,27.5254
"P77258","nemA",25.9739,25.6027,22.818,25.5001,24.6019,23.9681,25.6472,25.5658,25.4916,27.0846,25.855,26.2572,24.3154,25.2072,25.5266
"P77318","ydeN",29.3033,28.8859,29.2966,29.3108,29.5516,29.5322,29.1562,29.206,29.1005,28.829,29.7909,29.2486,29.0618,28.8259,28.6306
"P77348","mppA",26.7424,27.0684,26.4836,26.7189,26.8339,27.0199,27.0016,26.7715,26.9549,27.1354,27.069,27.193,26.6869,26.7965,27.5674
"P77376","ydgJ",24.6581,25.0299,24.8313,23.863,24.4398,23.3978,25.4129,25.0191,25.4363,23.3878,24.9987,24.2921,24.055,24.8865,25.4279
"P77395","ybbN",29.3956,24.475,28.7369,29.3024,29.9121,29.4144,26.8064,28.5465,29.1792,27.621,25.1742,23.4129,27.9545,23.334,28.3869
"P77455","paaZ",24.1214,26.8442,24.1942,24.9409,25.3045,24.3307,23.8597,23.8664,24.7346,23.8455,24.3607,24.456,25.9463,27.452,26.1795
"P77488","dxs",25.2167,25.4054,24.3758,24.3402,25.2605,24.9646,25.1264,25.3751,24.7047,25.3431,23.443,25.2998,25.5032,25.4483,25.8167
"P77552","ydhQ",25.9363,23.3764,23.7777,25.5516,24.7188,25.4573,24.2426,25.0885,24.9686,24.6556,24.2703,24.5479,25.0604,24.2534,24.8731
"P77570","anmK",25.5964,24.8198,25.7727,24.0905,24.4833,24.4417,24.0307,25.9194,25.0507,24.951,24.4121,24.4174,24.5608,24.9367,26.1175
"P77581","astC",27.1897,27.9078,25.2271,24.4629,25.4533,23.3057,25.9821,23.5259,24.6819,24.7072,24.0648,24.0523,27.8755,27.4573,27.8542
"P77674","prr",27.4525,26.7098,27.5437,27.1937,26.3161,26.2496,27.0658,26.5307,27.8806,25.1305,27.1862,27.7598,23.0563,26.87,27.3
"P77695","gnsB",28.0112,27.8315,28.4503,27.0855,27.4289,27.296,27.0677,27.2673,27.4113,27.918,28.4842,28.6824,27.1332,27.7294,27.7313
"P77718","thiI",27.248,27.9328,24.027,27.1688,25.0365,27.1494,27.401,28.013,26.4653,28.3578,27.8079,27.2621,26.8559,27.1833,27.7283
"P77735","yajO",27.5597,27.6964,28.2201,28.0626,28.0697,27.7334,28.1654,28.127,27.3694,27.2222,25.4034,25.0474,26.2586,26.5554,28.8435
"P77739","yniA",28.7517,28.2626,28.0079,28.177,27.0909,28.8884,29.4602,29.0617,28.5084,27.546,26.4371,26.3682,28.8428,28.2046,29.2846
"P77791","maa",25.7353,24.8839,25.0765,25.1829,25.8244,25.8543,25.3371,25.7447,25.3625,26.4323,25.5413,26.0357,25.5142,25.5434,25.0533
"P77808","yfaY",26.8962,26.4373,25.4644,24.1173,24.4444,26.2174,26.5106,25.2924,24.0276,26.1356,25.9672,26.198,26.1196,24.5867,26.8596
"P78067","ynjE",28.7617,28.751,28.4935,28.9575,28.1926,28.4798,28.8021,28.6449,28.9622,29.2568,28.9638,26.7473,28.6096,28.5256,28.7309
"Q2M7R5","yibT",26.2454,25.3131,26.2624,26.0504,27.2915,25.9264,26.539,26.0872,26.0957,24.6194,25.0435,24.7136,26.6572,25.4047,26.6644
"Q46829","bglA",25.8693,26.0304,25.4898,25.5556,25.5364,25.3495,26.0466,25.8447,25.9783,26.3533,25.8847,24.6948,26.3214,25.8304,25.9448
"Q46845","yghU",27.4273,27.2834,28.1367,26.5901,26.4645,26.6499,26.5724,26.7724,26.8974,26.4909,26.77,27.1209,26.7397,27.1092,27.545
"Q46851","gpr",31.6133,32.167,30.9136,31.3426,30.941,31.1202,31.9039,31.8724,31.5808,31.4291,30.8958,29.9643,31.3295,31.188,32.233
"Q46856","yqhD",30.2841,30.1571,30.0124,29.7871,29.2113,30.0693,29.9197,29.9389,29.6751,29.6859,29.5715,29.534,30.1547,30.0741,30.0666
"Q46857","dkgA",29.677,29.8555,29.5502,28.8149,28.6524,29.2626,29.4255,29.5084,28.3463,27.7422,28.3409,27.6167,29.7139,29.8139,30.3416
"Q46863","ygiS",23.7569,24.0626,23.4753,25.2254,24.1516,25.2351,25.5551,25.6461,26.0124,26.0489,25.2406,22.7452,24.8191,24.4712,25.7508
"Q46868","yqiC",23.8369,23.4447,24.851,23.7963,23.5225,23.5417,25.1419,23.3372,25.561,23.7996,25.4114,24.1948,23.0894,23.6611,23.9916
"Q46920","queF",25.9948,25.3974,25.6275,25.6057,25.2691,26.0416,25.5973,25.555,26.6433,25.8621,25.6574,26.2119,26.3536,25.8304,26.0744
"Q46938","kduI",31.7038,32.1901,31.963,31.5244,31.3989,31.5883,32.6594,32.3397,32.3348,32.354,32.2422,32.3812,32.283,32.7754,32.7788
"Q46948","yajL",24.0739,24.7279,25.7476,25.2846,24.7217,24.7701,26.1839,25.5067,23.8336,24.9563,24.7755,24.1052,25.5722,25.209,25.456
"Q57261","truD",24.3348,25.1787,24.9163,25.8233,26.0253,26.0826,26.6264,25.1813,26.3196,26.4651,25.8113,24.7199,26.8633,25.7383,25.3896
"Q59385","copA",27.8095,28.2081,28.9369,29.2229,29.7301,30.8474,29.6061,28.7646,29.7506,29.2521,28.1679,23.8822,28.5085,24.6306,29.1925
