"protein__id","gene__name","lqf__Ampicillin__1","lqf__Ampicillin__2","lqf__Ampicillin__3","lqf__Cefotaxime__1","lqf__Cefotaxime__2","lqf__Cefotaxime__3","lqf__Impipenem__1","lqf__Impipenem__2","lqf__Impipenem__3","lqf__Ciprofloxacin__1","lqf__Ciprofloxacin__2","lqf__Ciprofloxacin__3","lqf__Control__1","lqf__Control__2","lqf__Control__3"
"P0A6S7","gpsA",27.0325,27.5073,27.1984,27.6974,28.4862,28.0782,27.4911,27.1821,27.5808,27.6376,27.3486,27.5645,27.9792,28.2021,27.9091
"P0A6T1","pgi",30.7958,30.7986,30.683,31.3133,30.705,30.852,30.7562,31.203,31.0188,31.0011,30.6851,30.8095,31.1813,31.1663,31.0129
"P0A6T3","galK",28.6225,28.2843,29.1345,28.0821,28.947,28.6817,28.5643,28.1596,27.8246,28.278,28.4219,28.4289,28.2464,28.1805,28.1448
"P0A6T5","folE",27.4607,27.4672,26.9387,26.8011,27.2789,26.9387,26.2404,26.1946,27.4768,27.6059,27.8848,27.3307,27.3096,27.5823,27.1353
"P0A6T9","gcvH",28.8934,30.8356,29.4045,28.6171,29.555,28.7819,30.2985,30.3596,29.0235,31.0207,31.7947,31.4388,30.2012,30.6904,30.6659
"P0A6U8","glgA",24.654,24.6668,25.0064,24.3867,25.5114,25.9268,24.7286,23.5702,24.6725,25.1162,26.3235,25.6907,24.7372,24.2944,25.1972
"P0A6V1","glgC",28.3631,28.6058,28.1969,27.9868,28.1433,28.2637,28.6388,28.8956,28.2896,28.0392,28.1577,28.3643,28.5496,28.7392,28.87
"P0A6V8","glk",26.4273,26.7897,23.7562,26.5539,25.4235,23.5329,27.8541,26.9366,26.112,28.0036,24.3723,24.4873,26.1775,26.1086,26.0484
"P0A6W5","greA",29.992,29.8664,30.0434,29.6999,29.7062,29.6213,29.139,29.3196,29.1395,29.8476,30.3529,30.6154,29.3062,29.6157,29.6799
"P0A6W9","gshA",27.8189,28.6899,27.0067,28.3583,27.8419,28.6089,28.5294,28.0404,28.6178,28.3924,28.4338,28.3144,28.306,28.6286,28.3599
"P0A6X7","ihfA",30.384,30.5884,30.5276,29.9084,30.9989,30.3437,30.186,30.4445,30.0761,29.2982,29.3112,28.3959,30.1875,30.1117,30.3107
"P0A6Y1","ihfB",27.7199,29.4987,28.4996,28.3103,28.102,28.5206,28.7146,28.9397,28.1659,28.3346,28.3441,28.5615,28.554,29.5097,28.4799
"P0A6Y5","hslO",29.1557,28.0513,28.9565,28.3796,28.7792,27.9397,27.3473,27.8418,28.5117,28.3769,27.886,28.1187,28.0079,27.0765,27.7208
"P0A6Y8","dnaK",34.4708,33.7629,35.3863,34.7425,35.4248,34.8472,34.4139,34.5369,34.709,33.9451,34.1547,34.2144,34.1566,34.457,34.5417
"P0A6Z1","hscA",27.3116,27.0983,26.4978,26.6158,26.091,26.4598,27.0148,26.3186,25.9807,27.3036,27.1428,26.7252,26.7823,26.4464,26.3649
"P0A6Z3","htpG",31.3933,31.0711,31.11,30.7766,30.7317,30.3596,30.8725,30.6028,30.1708,30.4009,30.5892,30.524,31.0913,30.8685,30.937
"P0A6Z6","nikR",24.097,25.0828,24.9925,25.1103,25.5422,26.646,26.3502,25.2119,25.1615,25.8531,26.7735,25.7175,26.0438,25.2675,26.4081
"P0A705","infB",30.0616,30.1829,30.5131,30.033,29.7776,29.7659,29.8102,29.8761,29.4897,30.0351,30.1357,29.9732,29.8789,29.8143,30.1305
"P0A707","infC",31.1541,30.759,31.1632,31.2164,31.4633,30.716,30.7064,30.5815,30.932,31.0009,30.6702,30.8711,30.7429,30.6713,30.694
"P0A715","kdsA",27.627,27.3801,27.9773,27.847,28.3405,27.8867,27.6622,27.5897,27.4727,28.1255,27.6488,23.5489,27.4466,27.6736,27.6404
"P0A717","prs",30.4468,30.6132,30.9966,30.8974,30.8764,30.7977,30.6231,30.4518,30.2591,30.6477,31.2348,31.0616,30.2303,30.3061,30.6013
"P0A729","yceF",24.5987,26.6048,24.6099,24.2037,24.5219,22.9556,27.3236,25.4874,27.1222,25.0159,24.37,23.7707,24.1834,24.1609,27.4387
"P0A731","mgsA",24.5525,26.321,24.4599,26.5202,25.3124,24.1665,28.3788,28.6321,25.4769,27.2562,27.282,26.1971,26.7497,25.3647,27.3965
"P0A734","minE",27.0221,27.6601,27.2446,27.7336,24.2543,27.8731,26.9927,27.1564,27.4661,26.7361,27.6445,26.6811,27.293,26.8156,27.6181
"P0A746","msrB",23.7132,26.2789,26.4608,24.7823,25.4917,25.5064,24.8778,25.0517,24.7223,23.1411,26.687,25.3792,24.955,25.6194,25.2454
"P0A749","murA",26.1035,26.5872,24.2312,26.7411,25.0336,26.6687,27.0278,26.4467,23.0596,27.3948,26.6125,27.343,26.0524,26.8435,26.9006
"P0A759","nagB",26.9515,27.2784,26.475,27.0388,25.8397,26.9084,26.9727,26.7179,26.215,26.7262,26.6775,26.9568,26.811,26.8107,27.2886
"P0A761","nanE",27.0698,27.1042,27.397,27.5077,27.529,27.5098,27.367,27.4443,26.7779,26.9598,27.6433,27.3397,27.0844,26.8151,27.0868
"P0A763","ndk",31.7369,31.3369,31.0515,31.3955,31.2858,31.3147,31.7278,31.3508,31.0042,31.5046,31.2863,31.8942,31.5601,31.3193,31.7663
"P0A780","nusB",26.8232,26.7482,26.7176,26.6075,27.2173,26.1586,26.325,26.9146,26.7102,26.4924,23.6917,26.142,26.4841,26.7938,26.5972
"P0A784","orn",27.8438,27.0767,27.5269,27.7631,28.2076,27.5101,27.3405,27.5083,27.5342,27.5352,27.4555,27.1301,27.5333,27.1996,27.0636
"P0A786","pyrB",26.7475,27.3413,26.4444,27.4081,27.5321,27.7426,27.8402,27.8321,27.4816,27.6219,27.3763,27.6972,27.3969,27.4341,27.4792
"P0A794","pdxJ",27.7199,28.3074,28.4415,27.8635,29.0731,28.9284,28.5615,28.6928,28.9164,27.814,28.4013,27.9705,28.2809,28.9051,28.7343
"P0A796","pfkA",27.8457,28.2338,28.5994,28.4709,27.3398,28.1173,28.4126,28.6656,28.0121,28.4687,28.4957,28.5192,28.0603,28.4686,28.5036
"P0A799","pgk",34.2164,34.2935,34.2546,34.0692,33.8943,34.2849,33.8735,34.2014,34.0461,33.9759,34.1197,33.9887,34.357,34.1297,34.0519
"P0A7A9","ppa",31.8508,30.9871,32.3717,31.7703,31.5024,31.6897,31.4503,31.4875,32.1196,32.0083,30.894,31.1087,31.3893,31.4275,31.7388
"P0A7B1","ppk",24.0961,25.5702,23.5392,25.9921,23.3516,26.0159,26.0863,25.9883,25.4208,25.6809,25.4358,24.6234,26.1533,23.9088,26.0961
"P0A7B5","proB",26.2285,26.4519,25.1599,26.6109,25.1723,26.5053,25.7947,26.1788,24.3679,26.9392,27.133,24.5105,26.4416,25.1011,26.3215
"P0A7B8","hslV",23.8964,27.0866,24.0946,27.0907,27.4614,26.907,27.1226,27.1279,26.943,27.3027,27.515,28.1519,26.955,27.583,27.0423
"P0A7C6","pepE",29.279,29.2377,28.687,28.7644,28.6913,28.7612,29.0883,28.7945,29.0717,29.7951,29.2056,29.2538,29.04,28.6801,29.0264
"P0A7D4","purA",32.8408,32.7948,32.3712,32.6272,32.2221,32.2514,32.6402,32.6475,32.0012,33.2559,32.7323,33.0079,32.7282,32.5875,32.8051
"P0A7D7","purC",29.6527,29.5373,29.7021,29.9084,29.8867,29.6288,30.0296,30.0217,29.603,29.3984,29.6981,28.9467,29.3303,29.1127,29.3511
"P0A7E1","pyrD",24.3013,25.7786,24.3268,23.802,24.3785,24.7596,25.3817,23.2923,25.1742,24.5043,25.8143,25.2422,23.7639,23.4446,24.4815
"P0A7E5","pyrG",28.8052,29.2522,28.5274,28.7923,28.9656,29.0134,29.3715,28.994,28.0256,29.7983,29.3207,28.87,28.8842,29.313,29.3102
"P0A7E9","pyrH",27.9587,28.2656,26.9272,28.0529,27.4833,28.2314,27.9713,28.3353,27.6684,28.539,28.0501,28.3762,27.9043,28.0896,28.1959
"P0A7F3","pyrI",29.4785,27.4245,27.4701,28.1767,28.4009,28.2127,28.1229,28.4234,28.0512,27.5992,28.8267,28.213,27.7917,28.7994,28.3206
"P0A7F6","speD",27.3002,27.3757,26.9507,27.6663,27.8594,27.9992,28.3056,27.9093,26.8506,27.6764,27.5674,27.4433,28.2863,27.8578,27.6391
"P0A7G2","rbfA",25.6295,26.3261,26.3401,27.0129,26.2076,26.8985,26.9611,26.8861,26.116,26.8168,26.9605,27.1871,26.43,27.1997,27.2311
"P0A7G6","recA",28.1876,27.4529,28.2015,27.4291,27.2586,27.1789,27.2007,27.1478,26.6759,27.041,27.6112,27.2822,27.2368,27.3297,27.1793
"P0A7I4","prfC",27.7615,27.7468,26.4712,28.18,26.7137,27.7807,27.8711,27.5886,27.8466,28.4956,27.9707,28.4683,27.964,27.8162,28.151
"P0A7J0","ribB",24.2352,25.1954,24.0118,22.8704,25.4621,25.4646,24.5401,24.8954,23.6524,27.4241,26.2872,26.6367,24.6893,24.9301,24.1909
"P0A7J3","rplJ",30.7839,31.1746,30.9434,30.9119,30.9613,31.0327,30.9788,30.3861,30.3808,31.0758,31.5373,31.145,30.5512,30.7816,30.8114
"P0A7J7","rplK",30.3896,30.9575,29.4741,30.411,29.2807,30.3624,30.7725,30.7363,29.93,31.4766,31.3066,31.3752,30.4133,30.9616,30.5918
"P0A7K2","rplL",31.4445,30.0217,32.2463,30.902,32.1541,30.4072,30.3324,30.2855,30.4995,31.1031,30.5676,30.6676,30.3781,29.83,30.4867
"P0A7K6","rplS",29.8458,29.8787,29.8497,29.8346,29.7107,29.5506,30.1806,30.0975,29.496,30.5526,30.2796,30.8681,29.945,30.4639,30.0942
"P0A7L0","rplA",32.1587,31.8217,32.3862,32.3796,32.1964,32.2873,32.5184,32.1924,31.7456,32.8771,32.7493,32.6297,31.9918,32.3956,32.3747
"P0A7L3","rplT",29.0091,28.5598,28.1499,29.3468,27.2884,28.4638,28.9419,28.9177,28.9237,29.5861,28.8868,29.3577,28.8149,28.5895,29.005
"P0A7L8","rpmA",28.6538,27.5736,28.6778,29.5671,30.0515,29.5627,28.762,28.8056,28.8049,29.2387,28.1483,28.2676,28.1878,27.4329,27.7881
"P0A7M2","rpmB",30.9475,31.4657,30.4555,31.4789,31.481,30.2701,31.7346,32.0002,30.398,32.1337,31.0619,31.9693,31.7647,31.7418,31.8912
"P0A7M6","rpmC",32.3408,31.7682,33.5627,32.7656,32.7669,32.8846,31.663,32.2953,32.2902,32.6926,32.7523,32.8193,31.4031,31.6579,32.0902
"P0A7M9","rpmE",23.4637,24.4221,24.0688,27.4657,28.4257,27.1356,27.0553,27.2232,27.2932,23.063,27.5218,27.322,26.8972,26.4957,26.3839
"P0A7N4","rpmF",30.213,29.7588,30.7662,30.7744,31.6207,31.5493,31.1493,30.9892,31.325,30.3483,30.4589,31.1406,30.4516,29.0059,30.8134
"P0A7N9","rpmG",29.4101,29.3903,30.3821,29.148,30.0879,29.3316,28.6774,28.8957,28.7847,30.3794,30.5469,30.3451,28.8157,27.8282,29.0333
"P0A7P5","rpmH",27.3621,26.4862,28.2855,26.7686,28.0045,26.7918,26.5492,25.9904,26.6244,27.3324,26.9974,27.5422,26.298,26.3358,26.6653
"P0A7R1","rplI",32.5154,32.3186,33.0858,32.5494,33.0127,32.9947,32.3063,32.5653,32.7258,32.7229,33.1337,33.4854,31.9721,32.4014,32.4252
"P0A7R5","rpsJ",30.8776,30.909,30.3282,30.9009,30.1189,30.5112,31.231,30.9606,30.4873,31.6645,31.2982,31.853,31.18,31.7897,31.4769
"P0A7R9","rpsK",29.8058,29.5855,30.7136,30.1347,29.9631,30.0991,29.3572,29.8326,29.4855,30.1874,30.5268,30.7713,29.0545,29.4968,29.5932
"P0A7S9","rpsM",31.0669,31.023,30.5018,31.6705,30.6096,31.354,31.8001,32.0671,31.5405,31.7032,31.2738,31.7902,31.4125,31.5784,31.9221
"P0A7T3","rpsP",31.5384,30.8152,32.1037,31.0379,31.217,31.1266,30.8762,30.7518,30.8623,31.7987,32.0087,32.2311,30.5235,30.494,31.003
"P0A7T7","rpsR",29.9129,30.2045,29.7067,30.4514,30.9055,30.8407,30.4398,30.1911,29.7273,30.4994,30.1895,30.7399,30.192,30.4345,30.0647
"P0A7U3","rpsS",31.416,31.4252,32.073,32.1279,32.4075,32.377,31.6803,31.6154,31.6509,32.3574,31.9677,32.1956,31.9204,31.4074,32.2347
"P0A7U7","rpsT",29.4558,29.6497,30.9416,29.3897,30.1905,29.7801,28.9993,29.2508,29.0417,30.2791,30.5761,30.4451,28.881,29.6224,29.6958
"P0A7V0","rpsB",31.8659,31.9696,31.7426,32.1054,31.9264,32.2786,32.1035,32.0516,31.9617,32.8941,32.2609,32.2276,31.9054,31.7597,32.2473
"P0A7V3","rpsC",33.0004,33.1836,33.03,32.9672,33.2628,32.9392,32.7299,32.8494,32.373,33.5093,33.3861,33.5097,32.9458,33.1233,33.046
"P0A7V8","rpsD",32.3055,32.1052,32.4123,32.1762,32.2866,32.3018,31.8611,32.0524,31.9345,32.9312,32.295,32.6196,31.7103,31.9461,32.1348
"P0A7W1","rpsE",31.6705,31.8421,32.2766,31.9717,32.0291,32.6594,32.3451,32.4715,31.907,32.4375,32.6216,32.9151,31.6512,32.1375,32.1867
"P0A7W7","rpsH",29.5292,28.5845,29.6435,30.4589,30.2323,30.0025,29.7854,29.449,29.9915,29.8575,29.435,29.5138,29.1668,29.5834,29.2009
"P0A7X3","rpsI",29.8277,29.5286,29.8333,30.0795,29.4952,29.8909,29.6852,29.6912,29.2104,30.2238,30.0445,30.1494,29.1883,29.5619,29.9205
"P0A7X6","rimM",25.7891,25.6609,26.027,26.6501,26.6256,26.4932,25.4525,25.1139,24.2628,25.9038,26.4557,26.9496,25.5146,26.2845,26.033
"P0A7Z0","rpiA",29.6626,29.971,30.227,29.3527,29.421,29.6576,29.0016,29.5424,29.5202,30.1273,30.6036,30.313,29.5957,30.0325,29.4082
"P0A7Z4","rpoA",32.4651,32.044,32.6388,32.1149,32.5518,32.4739,32.0347,32.0197,32.3619,32.458,32.2635,32.3642,32.2035,32.0964,32.0705
"P0A800","rpoZ",27.7421,28.889,28.904,29.7416,30.2683,29.5878,28.8411,28.8968,29.6313,29.3559,28.1005,28.9193,28.8478,29.2544,28.7982
"P0A805","frr",31.1045,31.2768,31.9464,31.3115,32.2075,31.9288,30.8625,31.0808,31.0486,31.5381,31.9166,31.8795,31.2491,31.3793,31.0702
"P0A817","metK",28.9976,29.1023,29.2144,28.5669,28.6262,28.6258,28.6899,28.9063,28.4378,29.6333,29.5796,29.7738,28.807,28.8606,28.6162
"P0A821","selA",26.5143,26.4961,25.9387,26.4538,27.0402,27.0388,26.8405,27.0533,25.8287,26.7251,25.5035,24.8768,26.7867,24.9848,26.1084
"P0A825","glyA",33.7718,33.9836,34.0727,33.7315,33.7136,33.9388,33.4942,33.836,33.2829,33.8721,34.2057,33.8834,33.894,33.9954,33.4962
"P0A832","smpB",24.816,25.0878,24.7103,24.5465,24.55,24.5045,24.3926,24.5486,23.907,25.2976,24.5795,24.5032,24.781,24.5724,24.9178
"P0A836","sucC",33.1877,33.2355,32.7996,32.8762,32.5775,32.7613,33.0075,32.8384,32.8043,33.1192,33.0578,33.4064,33.019,32.818,32.7921
"P0A847","tgt",23.8607,25.3178,25.1556,24.8823,25.328,25.204,24.9667,24.7934,23.9543,25.8213,24.8694,25.2176,25.2504,24.7556,25.2426
"P0A850","tig",32.9254,32.3667,32.9376,32.6635,33.1927,32.5794,32.3576,32.203,32.5022,33.2442,33.0827,32.8887,32.1098,32.2083,32.4566
"P0A853","tnaA",35.5203,35.8001,35.4213,35.48,35.2203,35.7903,35.7934,35.7492,35.6474,36.2857,36.5045,36.7415,35.4116,35.6942,35.598
"P0A855","tolB",28.1334,28.6151,27.6662,28.7062,27.4155,28.6617,28.2636,28.4213,28.4462,29.0708,28.4923,28.6669,28.4093,28.7636,28.7243
"P0A858","tpiA",30.1661,30.1355,30.5297,29.4037,29.8545,29.7717,29.6843,29.7704,29.4866,30.0922,30.4011,30.1985,30.2023,30.7167,30.0965
"P0A862","tpx",31.3041,30.4603,32.0521,31.5059,31.6903,31.1773,30.2932,30.5646,30.7857,30.48,31.2193,31.3805,30.5927,30.439,30.7999
"P0A867","talA",30.6536,30.4985,30.5404,30.6529,30.3238,30.8253,30.573,30.8966,30.3382,26.9027,29.8786,28.9383,30.5355,30.9262,31.6421
"P0A870","talB",32.5584,32.7551,32.6097,32.5674,32.6476,32.8157,32.4386,32.5688,32.5287,32.9353,32.9534,33.0193,32.8925,32.671,32.638
"P0A877","trpA",28.0004,27.833,27.4737,27.4974,27.64,27.6004,27.5546,27.9338,27.1149,26.7792,26.8574,26.5282,27.9351,27.8635,27.7034
"P0A879","trpB",26.8604,27.1428,27.1858,28.1977,27.4292,27.9515,28.0359,28.0388,27.0681,26.3963,26.4219,23.187,28.1371,27.0619,27.6424
"P0A881","trpR",24.5923,23.2072,24.847,24.0869,24.8106,23.0695,24.1094,24.0476,24.0625,22.0717,22.6456,25.8228,23.926,23.9985,23.84
"P0A884","thyA",26.7796,25.0014,26.1701,26.187,25.2567,26.1637,26.4656,26.055,25.9709,26.075,25.9654,26.7874,25.6063,26.1287,26.871
"P0A887","ubiE",24.2236,25.5734,26.4213,26.5024,26.0189,25.6025,24.7999,26.3557,25.3041,27.087,26.4589,24.4144,25.7289,25.7067,25.5837
"P0A894","rapZ",27.4903,27.0783,27.0322,27.4006,27.6815,26.2894,27.0896,27.6581,26.928,27.1411,26.7089,26.5724,26.8589,27.063,26.8123
"P0A8A0","yebC",27.3657,26.7913,28.0655,27.5162,27.8688,27.5584,26.9626,27.0437,27.1144,26.7893,27.9637,28.1054,26.962,26.7742,26.9718
"P0A8A2","yeeN",26.7831,26.1147,27.0802,26.2297,26.4429,26.3014,25.6785,25.9637,24.1411,26.467,25.9745,26.3296,25.955,26.197,25.7901
"P0A8B5","ybaB",23.7242,25.4853,26.7036,26.0405,25.7592,26.2093,27.5799,27.2395,26.3339,26.8952,27.0781,23.9024,24.8244,23.1324,27.3962
"P0A8C4","ygfB",24.1961,25.2091,24.8436,25.2935,25.3172,24.9773,26.0824,25.742,25.9301,25.1527,24.715,24.8217,25.0644,23.0614,25.2973
"P0A8E1","ycfP",27.3157,26.234,27.4176,26.877,26.6726,26.7841,26.5815,27.013,26.2453,27.15,26.923,26.8844,25.9088,27.0822,26.7387
"P0A8E5","yacL",25.9984,24.567,26.1472,24.8577,25.978,26.0546,26.3462,25.4381,25.9684,23.8717,23.7608,26.3078,24.9806,24.0093,25.4792
"P0A8E7","yajQ",30.0531,30.429,30.1436,30.4109,29.9408,31.0005,30.9496,30.546,30.9173,30.3668,30.6013,30.5519,30.9901,31.0566,30.9111
"P0A8F0","upp",30.8061,30.7396,30.1399,30.2773,30.1678,30.476,30.1784,30.1321,29.7458,30.4292,29.9869,29.1801,30.7617,30.7246,29.9457
"P0A8G3","uxaC",30.4408,30.7306,30.6361,31.0673,30.8193,31.0072,30.6989,30.9981,30.1094,31,30.9744,30.5562,30.9171,31.1967,30.4062
"P0A8G6","wrbA",29.7801,29.7792,29.776,29.7843,29.458,29.922,29.6355,30.3094,29.2742,29.102,29.8029,29.4725,29.6706,30.2272,30.5718
"P0A8G9","xseB",26.2343,25.8269,27.453,26.7676,24.5935,27.1184,23.7671,23.6009,23.6274,26.7879,24.2531,24.0613,25.0034,26.5711,26.7768
"P0A8H6","yihI",26.9435,26.8159,25.9399,26.9992,24.2007,24.8726,27.1555,26.4357,27.2534,26.8658,26.9326,27.0856,26.7889,26.9963,27.2268
"P0A8I3","yaaA",23.8645,26.245,26.754,26.6231,26.866,26.8655,26.8488,25.9822,23.8174,26.1519,26.3563,26.1138,24.4772,23.8206,25.9949
"P0A8I5","trmB",25.3462,25.0372,24.8378,24.9385,25.4269,24.598,24.7644,24.2252,24.654,24.8027,24.8708,23.9055,24.5935,25.0679,25.106
"P0A8J4","ybeD",28.2261,28.0006,27.8604,27.582,27.9172,27.7187,28.2058,26.8905,26.5355,28.3412,28.7799,28.4025,26.9985,27.5039,27.8784
"P0A8J8","rhlB",30.2994,30.5336,28.0808,24.017,24.7,29.6959,30.1734,29.979,23.0643,31.583,29.5309,24.1096,29.3198,30.1675,30.8105
"P0A8K5","yaeP",25.5107,25.7897,26.5905,27.2067,26.6663,24.5003,24.6749,26.6262,24.0331,24.2747,26.5759,23.8942,26.4684,26.4504,26.7783
"P0A8L1","serS",30.9747,31.1745,30.7704,31.2752,31.0902,31.4914,31.46,31.3269,31.5949,31.3622,31.1982,31.1457,31.3881,31.0097,31.1009
"P0A8M0","asnS",29.6209,29.4016,29.145,29.5769,29.2335,29.7522,29.8238,29.6303,28.9394,30.1436,29.5009,29.3633,29.4086,29.6347,30.008
"P0A8M3","thrS",29.9813,29.7478,30.3055,29.7335,29.7273,29.9651,30.191,29.9978,29.5255,30.3648,29.7041,29.7743,29.792,30.0192,30.1604
"P0A8M6","yeeX",27.5511,28.0753,27.8917,27.6822,28.4026,28.1199,29.0082,28.7545,28.1073,28.2134,28.3992,27.3839,27.3651,27.0603,28.336
"P0A8N3","lysS",30.7036,30.7833,29.976,30.6451,30.1483,30.4576,31.1526,31.1213,30.7017,31.027,30.9265,31.3315,31.0375,31.1908,30.9923
"P0A8N5","lysU",30.4164,30.3831,30.7865,30.44,30.5168,30.6066,30.7559,31.0814,30.8333,30.854,31.0048,30.9151,30.8326,30.7862,30.8966
"P0A8P3","yggX",28.7008,26.2805,28.4203,28.3474,27.9557,28.338,26.9415,27.4339,27.9172,27.7948,24.9177,23.9532,27.2463,26.1961,27.0853
"P0A8R0","rraA",27.7308,27.8543,27.6844,27.5808,27.4233,27.3673,27.1658,27.3098,27.4433,27.3497,27.696,28.2177,27.8739,27.651,27.8119
"P0A8S1","argP",24.9039,24.2111,24.2571,25.3627,23.9072,25.7159,25.5801,24.1929,25.3091,24.3229,24.6174,24.5105,25.6502,25.0841,25.8782
"P0A8T7","rpoC",32.2744,32.3177,32.3777,32.4193,32.2904,32.3848,32.3635,32.3811,32.476,32.6704,32.471,32.5497,32.1183,32.2748,32.4036
"P0A8U6","metJ",25.0663,24.9514,25.508,25.4878,25.8795,25.6885,25.8017,25.4896,25.6284,26.0463,26.1943,26.0616,23.7596,23.9994,25.6887
"P0A8V2","rpoB",32.5608,32.6348,32.4012,32.4398,32.0798,32.3886,32.4563,32.4936,32.4689,32.8613,32.8417,32.818,32.4039,32.4328,32.6286
"P0A8W2","slyA",24.8578,26.3651,25.3407,27.2011,26.6728,26.3957,26.9728,26.6278,26.6303,26.5524,26.4492,26.066,26.1356,26.1567,27.0154
"P0A8W8","yfbU",26.8833,27.5117,27.6779,27.0043,26.7567,27.2097,26.9336,27.2413,26.5475,26.8693,26.8028,26.6364,27.0123,27.8422,27.9426
"P0A8X0","yjgA",27.8871,28.1543,28.1353,28.9567,28.5177,28.8512,28.4438,28.2395,28.2299,28.1985,28.0282,28.3494,28.7514,28.6371,29.0052
"P0A8X2","yceI",23.9993,24.4089,25.3351,24.5794,25.1239,24.8636,24.5,24.8205,24.5445,23.9819,24.0592,24.5188,25.102,25.2435,24.6658
"P0A8Y3","yihX",27.2446,26.8733,27.3086,26.557,26.7437,26.0945,26.9397,26.6109,26.6947,26.2579,27.0712,27.1091,26.8447,27.0526,26.9437
"P0A8Y5","yidA",25.8406,25.7739,26.1212,26.9178,26.1689,26.0303,26.6204,27.0165,26.8272,27.16,26.8529,26.6143,25.0926,26.7338,26.0384
"P0A905","slyB",25.9971,24.9613,27.0044,26.0672,25.7186,26.0034,25.0503,26.2644,27.0773,24.9862,24.8774,25.1317,25.2109,26.0742,26.1979
"P0A910","ompA",31.1993,31.9389,31.4811,30.681,30.8249,30.7341,30.4006,30.6254,31.0214,30.6103,31.5495,31.4302,30.8874,31.3187,31.3452
"P0A912","pal",25.2267,25.4464,26.819,24.8763,25.6029,24.5527,24.2493,24.1344,25.1387,23.9912,24.5499,25.1599,24.2096,23.0783,24.1342
"P0A940","bamA",24.7403,25.9673,26.264,25.1288,24.1995,25.1308,25.4797,25.5759,25.8706,25.3653,25.0729,24.512,24.4637,25.3085,24.6713
"P0A953","fabB",31.1971,31.2726,30.7908,30.9638,30.6882,31.0233,31.3025,31.0586,30.9933,31.4264,31.3291,31.1599,30.842,31.2658,31.2919
"P0A955","eda",32.0128,31.8463,31.6439,32.2958,31.5253,32.0675,32.0379,32.2198,31.6542,31.7062,31.8281,31.701,32.0163,32.5431,32.3675
"P0A959","alaA",22.4816,24.5777,24.542,23.9421,24.4834,25.0608,25.3092,25.2664,23.4047,25.4972,25.584,25.1945,24.0415,24.4936,25.1836
"P0A968","cspD",23.5105,24.5933,23.9914,24.0936,24.3797,23.9605,23.8098,23.295,25.3839,26.6524,26.0781,26.641,23.7767,23.9192,24.2367
"P0A972","cspE",29.0653,27.0914,29.5188,29.3778,29.0451,29.07,28.6078,28.5108,29.2621,29.5905,29.0381,29.122,28.2466,27.7644,27.5904
"P0A988","dnaN",25.2881,25.3719,25.3699,25.3129,24.3967,24.7481,24.7182,25.441,24.9762,25.6731,26.3471,26.8156,24.4437,25.6061,26.01
"P0A991","fbaB",30.534,30.5586,31.1372,30.4661,31.3214,31.0177,30.5485,30.7439,31.0634,29.2769,30.9304,30.3452,30.1988,30.6575,30.892
"P0A993","fbp",27.5935,27.2425,27.3639,27.4245,26.9673,26.7535,27.8472,27.1507,27.2293,26.9218,26.6473,27.299,27.2027,26.7519,27.6455
"P0A996","glpC",28.0777,27.5751,28.0745,28.0345,27.3834,28.2338,28.5719,28.4721,27.9069,28.2069,27.9086,26.5483,27.6976,28.1822,27.9342
"P0A998","ftnA",30.3613,30.8822,28.9036,30.7678,29.6354,30.2599,31.0075,30.6993,30.4687,30.7787,30.9797,30.9575,30.6642,30.7553,30.8579
"P0A9A6","ftsZ",29.8992,29.6646,30.0284,30.4087,30.132,30.0136,29.8396,29.7326,29.8624,29.9007,30.0303,29.5109,29.6961,29.5063,29.5866
"P0A9A9","fur",27.961,28.2654,27.9427,28.6407,29.0607,29.208,28.1733,29.4935,28.7864,28.1232,28.1721,27.928,28.9369,28.4168,28.9054
"P0A9B2","gapA",33.9128,34.0256,34.2122,34.1305,33.6317,33.9471,33.9875,34.0846,33.4008,34.0857,34.0434,34.1035,34.1141,34.2971,34.099
"P0A9C0","glpA",30.7409,30.2592,30.0576,30.3632,29.7586,30.2214,30.4932,30.5643,30.2673,29.9858,29.6753,27.8211,30.4707,30.481,30.7846
"P0A9C3","galM",28.4814,28.2416,28.6886,27.7556,28.2347,27.8998,27.5637,27.5001,27.4012,28.413,28.9443,29.1856,27.9181,28.1345,27.9325
"P0A9C5","glnA",31.2969,31.2529,31.1533,30.8599,30.8036,30.9345,31.3643,31.2481,31.3159,31.3552,31.4023,31.699,31.115,31.2633,31.2677
"P0A9C9","glpX",26.9567,27.0348,25.7278,27.2212,24.7291,26.3038,26.915,26.7349,26.0421,26.4288,25.3381,25.2269,26.7548,26.5926,26.6795
"P0A9D2","gstA",28.2631,27.8394,28.1222,28.2852,27.5385,27.9771,28.3789,28.4515,27.8495,26.7706,27.6791,27.6317,28.4813,28.5534,29.1022
"P0A9D4","cysE",24.5451,24.9676,23.6372,24.7883,24.6662,24.6902,25.2697,25.5643,24.8972,24.9279,25.1356,24.7325,25.0382,24.6501,25.2077
"P0A9D8","dapD",30.0424,30.5553,29.8127,29.7498,30.1223,29.9925,30.2506,30.1853,29.588,30.4301,30.4667,30.6162,30.2002,30.384,30.4987
"P0A9G6","aceA",32.7912,32.4272,32.7675,32.2005,31.7808,32.0678,31.913,31.8054,32.2648,29.0896,31.556,31.7379,32.369,32.8362,32.3894
